id_consumo;id_insumo;id_maquina;cantidad;fecha
2200;1203584;VA163;250;14/10/2021
2201;1203592;OR099;500;14/10/2021
2202;1203606;MA173;500;14/10/2021
2203;1206400;VA165;500;14/10/2021
2204;1207114;MA009;250;14/10/2021
2205;1207130;MA106;250;14/10/2021
2206;1207385;MA114;1000;14/10/2021
2207;1207401;MA073;1250;14/10/2021
2208;1207915;MA080;250;14/10/2021
2209;1209045;MA127;250;14/10/2021
2210;1213021;VA134;250;14/10/2021
2211;1213048;MA027;250;14/10/2021
2212;1213056;MA110;500;14/10/2021
2213;2005842;VA135;2;14/10/2021
2214;2126206;VA167;4;14/10/2021
2215;3007780;OR149;2;14/10/2021
2216;1202942;MA050;2750;15/10/2021
2217;1203017;MA122;500;15/10/2021
2218;1207401;MA009;500;15/10/2021
2219;2105275;MA079;8;15/10/2021
2220;2154888;MA044;1;15/10/2021
2221;3001121;MA116;15;15/10/2021
2222;3001431;MA085;3;15/10/2021
2223;3003136;MA010;3;15/10/2021
2224;1204300;MA010;2500;16/10/2021
2225;2100742;MA176;5;16/10/2021
2226;1200001;VA165;1;18/10/2021
2227;1200006;VA141;5;18/10/2021
2228;1200007;OR143;20;18/10/2021
2229;1200008;MT105;20;18/10/2021
2230;1200009;VA158;3;18/10/2021
2231;1200019;OR124;10;18/10/2021
2232;1200035;MT117;6;18/10/2021
2233;1200036;MA005;10;18/10/2021
2234;1200037;VA141;15;18/10/2021
2235;1200041;OR123;6;18/10/2021
2236;1200043;VA140;10;18/10/2021
2237;1200121;VA160;4;18/10/2021
2238;1207393;MA084;1250;18/10/2021
2239;1207401;MA027;1250;18/10/2021
2240;1209220;OR142;60;18/10/2021
2241;3200596;MA168;1;18/10/2021
2242;1200472;MA029;5;19/10/2021
2243;1202942;MA112;5500;19/10/2021
2244;1204138;VA164;3000;19/10/2021
2245;1900595;OR123;15;19/10/2021
2246;2006758;MA005;20;19/10/2021
2247;2100266;MA043;12;19/10/2021
2248;2101033;MA009;50;19/10/2021
2249;2101041;VA159;50;19/10/2021
2250;2101068;OR123;50;19/10/2021
2251;2101076;MA128;50;19/10/2021
2252;2101130;VA161;50;19/10/2021
2253;2113988;VA162;2;19/10/2021
2254;2148444;MA107;50;19/10/2021
2255;2150120;MA122;4;19/10/2021
2256;1200055;VA156;2000;20/10/2021
2257;1200057;MT117;2000;20/10/2021
2258;1207393;MA093;1750;20/10/2021
2259;1207401;MA122;1750;20/10/2021
2260;1207489;VA139;2000;20/10/2021
2261;1209230;MA084;6;20/10/2021
2262;2001036;MA172;6;20/10/2021
2263;2124640;MA102;20;21/10/2021
2264;1200001;VA158;15;22/10/2021
2265;1200002;MA027;60;22/10/2021
2266;1200003;MA078;60;22/10/2021
2267;1200004;MA126;60;22/10/2021
2268;1200011;VA164;250;22/10/2021
2269;1200042;MA029;16;22/10/2021
2270;1200821;MA121;2000;22/10/2021
2271;1206400;VA157;500;22/10/2021
2272;1207401;MA122;500;22/10/2021
2273;1900595;MA114;30;22/10/2021
2274;1902401;MA107;20;22/10/2021
2275;2001021;MA155;10;22/10/2021
2276;2035362;MA153;6;22/10/2021
2277;2104306;MA093;240;22/10/2021
2278;2175625;MA169;50;22/10/2021
2279;2200025;OR142;200;22/10/2021
2280;2201046;MT105;2600;22/10/2021
2281;3001121;VA159;15;22/10/2021
2282;1207393;VA164;1750;23/10/2021
2283;1207401;MA108;1750;23/10/2021
2284;2105152;MA130;2;23/10/2021
2285;2105941;MA090;1;23/10/2021
2286;2153246;MA154;2;23/10/2021
2287;2201842;MT117;100;23/10/2021
2288;3600017;MA131;2;23/10/2021
2289;2100266;MA019;12;25/10/2021
2290;1200038;OR099;750;26/10/2021
2291;1200046;MA100;750;26/10/2021
2292;1200100;MA095;750;26/10/2021
2293;1200194;MA101;750;26/10/2021
2294;1200011;MA121;250;27/10/2021
2295;1200062;VA166;250;27/10/2021
2296;1200135;MA171;250;27/10/2021
2297;1200300;VA163;500;27/10/2021
2298;1200348;MA177;250;27/10/2021
2299;1201605;MA095;15;27/10/2021
2300;1203017;OR145;2500;27/10/2021
2301;1203592;MA169;500;27/10/2021
2302;1203606;OR125;500;27/10/2021
2303;1204823;MA155;250;27/10/2021
2304;1205137;VA133;250;27/10/2021
2305;1205145;OR152;250;27/10/2021
2306;1207401;MT118;500;27/10/2021
2307;1207990;MA107;2500;27/10/2021
2308;1900005;MA129;8;27/10/2021
2309;2006758;MA129;20;27/10/2021
2310;2106752;VA162;2;27/10/2021
2311;2166783;MA090;1;27/10/2021
2312;2400979;MA088;2;27/10/2021
2313;2403443;OR143;2;27/10/2021
2314;3003136;MA050;3;27/10/2021
2315;1103246;VA135;2;28/10/2021
2316;1207393;MA168;1250;28/10/2021
2317;1207401;MA084;250;28/10/2021
2318;1213056;OR145;500;28/10/2021
2319;1900595;MA101;40;28/10/2021
2320;1902401;OR151;10;28/10/2021
2321;2100533;MA102;40;28/10/2021
2322;2009064;MA103;100;29/10/2021
2323;2022496;MA168;140;29/10/2021
2324;2104306;MA168;2880;29/10/2021
2325;1200731;OR096;1;30/10/2021
2326;1200748;MA100;1;30/10/2021
2327;1200823;MA107;1;30/10/2021
2328;1200824;OR098;1;30/10/2021
2329;1200826;VA159;1;30/10/2021
2330;1200828;OR125;1;30/10/2021
2331;1200830;MA108;1;30/10/2021
2332;1200831;VA162;1;30/10/2021
2333;1200832;MA084;1;30/10/2021
2334;1200834;MA110;1;30/10/2021
2335;1200839;VA157;1;30/10/2021
2336;2100983;VA162;50;30/10/2021
2337;2100991;MA121;50;30/10/2021
2338;2101009;MA113;50;30/10/2021
2339;2101017;MA106;10;30/10/2021
2340;1203012;VA165;2;1/11/2021
2341;1203495;MA001;1000;1/11/2021
2342;1206400;MA011;500;1/11/2021
2343;1207114;MA087;500;1/11/2021
2344;1207130;OR097;250;1/11/2021
2345;1207489;VA133;500;1/11/2021
2346;1207915;MA465;500;1/11/2021
2347;1209045;MA029;250;1/11/2021
2348;1213056;MA088;250;1/11/2021
2349;3000141;MA169;2;1/11/2021
2350;3001121;MA073;15;1/11/2021
2351;3002637;MA091;3;1/11/2021
2352;3007780;MA116;2;1/11/2021
2353;1202942;MA085;500;2/11/2021
2354;1204139;VA137;1000;2/11/2021
2355;1109243;MA146;4;3/11/2021
2356;1200006;MA111;1;3/11/2021
2357;1200038;VA159;250;3/11/2021
2358;1200818;MA094;1;3/11/2021
2359;1203460;MA126;250;3/11/2021
2360;1203495;VA163;250;3/11/2021
2361;1203592;VA165;250;3/11/2021
2362;1203606;MA154;250;3/11/2021
2363;1204137;VA160;1000;3/11/2021
2364;1204300;VA135;2500;3/11/2021
2365;1210836;VA159;1;3/11/2021
2366;2001899;MA173;2;3/11/2021
2367;2006758;OR097;20;3/11/2021
2368;2020397;OR143;2;3/11/2021
2369;2025702;VA139;5;3/11/2021
2370;2030418;VA137;5;3/11/2021
2371;2100495;VA140;10;3/11/2021
2372;2112884;MA055;1;3/11/2021
2373;3003136;VA135;3;3/11/2021
2374;3600017;VA156;5;3/11/2021
2375;1200178;VA162;250;4/11/2021
2376;1200259;MA154;250;4/11/2021
2377;1200542;OR076;250;4/11/2021
2378;1203038;VA159;2000;4/11/2021
2379;1200011;OR143;500;6/11/2021
2380;1200807;MA116;2;6/11/2021
2381;1201350;MA072;1;6/11/2021
2382;1202942;MA087;250;6/11/2021
2383;1203495;MA068;500;6/11/2021
2384;1207393;VA141;250;6/11/2021
2385;1213056;MA094;500;6/11/2021
2386;2006758;MA155;20;6/11/2021
2387;2100742;MA059;5;6/11/2021
2388;2181468;MA129;50;6/11/2021
2389;3000761;MA115;50;6/11/2021
2390;3001784;VA133;100;6/11/2021
2391;3003101;VA132;96;6/11/2021
2392;1200418;VA133;2500;8/11/2021
2393;1200751;MA130;2;8/11/2021
2394;1200752;MA029;120;8/11/2021
2395;1202294;MA088;250;8/11/2021
2396;1202942;OR143;500;8/11/2021
2397;1206400;VA140;3500;8/11/2021
2398;3003136;MA103;2;8/11/2021
2399;3007780;MA154;2;8/11/2021
2400;1200178;MA173;750;9/11/2021
2401;1200259;MA010;750;9/11/2021
2402;1200542;VA158;500;9/11/2021
2403;1203011;OR148;2750;9/11/2021
2404;1203525;MA121;500;9/11/2021
2405;1906656;MA005;4;9/11/2021
2406;2100657;MA126;30;9/11/2021
2407;2300109;MA171;1;9/11/2021
2408;1200038;MA126;250;10/11/2021
2409;1200046;MA168;250;10/11/2021
2410;1200100;OR148;250;10/11/2021
2411;1200194;MA080;250;10/11/2021
2412;1201840;MA009;750;10/11/2021
2413;1203339;VA133;1;10/11/2021
2414;1203452;MA087;750;10/11/2021
2415;1206400;MA120;500;10/11/2021
2416;1207990;MA112;500;10/11/2021
2417;1210249;MA465;250;10/11/2021
2418;1213021;VA137;750;10/11/2021
2419;1213048;MA130;750;10/11/2021
2420;2009064;VA167;200;10/11/2021
2421;2010240;VA137;6;10/11/2021
2422;2013053;MA019;1;10/11/2021
2423;2027683;MA129;200;10/11/2021
2424;3001121;MA126;15;10/11/2021
2425;1202286;VA137;500;11/11/2021
2426;1204823;MA072;500;11/11/2021
2427;1205137;MA126;500;11/11/2021
2428;1205145;MA095;500;11/11/2021
2429;1900005;VA132;40;11/11/2021
2430;2201046;MA011;1600;11/11/2021
2431;3000400;MA087;10;11/11/2021
2432;3300014;OR149;2;11/11/2021
2433;1200300;MA001;500;12/11/2021
2434;1200400;VA161;500;12/11/2021
2435;1200404;MA107;500;12/11/2021
2436;1200407;MA108;500;12/11/2021
2437;1200412;MA110;500;12/11/2021
2438;1201840;VA167;500;12/11/2021
2439;1202294;MA027;500;12/11/2021
2440;1202936;MA050;16;12/11/2021
2441;1207130;MA111;500;12/11/2021
2442;1213021;MA170;500;12/11/2021
2443;1213048;OR143;500;12/11/2021
2444;2105009;MA115;1;13/11/2021
2445;1200821;VA139;2000;15/11/2021
2446;1202286;MA088;500;15/11/2021
2447;1204823;MA112;500;15/11/2021
2448;1205137;MA050;500;15/11/2021
2449;1205145;MA121;500;15/11/2021
2450;1207790;MA005;3;15/11/2021
2451;2006758;VA157;20;15/11/2021
2452;2010240;MA036;30;15/11/2021
2453;2100037;MA029;2;16/11/2021
2454;1200038;MA078;500;17/11/2021
2455;1200046;MA010;500;17/11/2021
2456;1200100;MA090;1000;17/11/2021
2457;1200178;MA101;250;17/11/2021
2458;1200194;MA010;750;17/11/2021
2459;1200542;MA170;250;17/11/2021
2460;1200666;MA081;250;17/11/2021
2461;1202294;MA045;2000;17/11/2021
2462;1202942;MA110;500;17/11/2021
2463;1203012;MA080;2;17/11/2021
2464;1203015;MA050;20;17/11/2021
2465;1203017;MA005;2500;17/11/2021
2466;1203460;MA150;500;17/11/2021
2467;1204139;MA115;2000;17/11/2021
2468;1205137;VA163;250;17/11/2021
2469;1206400;MA009;500;17/11/2021
2470;1207393;OR076;500;17/11/2021
2471;1207790;MA128;1;17/11/2021
2472;1213056;MA465;500;17/11/2021
2473;3000168;MA103;5;17/11/2021
2474;3000400;MA090;10;17/11/2021
2475;3001121;MA116;15;17/11/2021
2476;3001415;MT105;5;17/11/2021
2477;3003136;MA131;3;17/11/2021
2478;3007780;MA059;2;17/11/2021
2479;1207990;VA166;2500;18/11/2021
2480;1213056;VA139;250;18/11/2021
2481;1204300;VA162;2500;19/11/2021
2482;1200821;MA101;4000;23/11/2021
2483;1202286;MA078;1000;23/11/2021
2484;1204823;OR099;1000;23/11/2021
2485;1205137;MA120;1000;23/11/2021
2486;1205145;MA106;1000;23/11/2021
2487;2006758;OR124;1;23/11/2021
2488;2201046;VA163;1400;23/11/2021
2489;1200011;OR097;250;25/11/2021
2490;1200430;VA162;1250;25/11/2021
2491;1200431;MA019;1250;25/11/2021
2492;1200432;MA029;1250;25/11/2021
2493;1200435;MA043;1250;25/11/2021
2494;1202942;OR123;500;25/11/2021
2495;1203143;MA113;2500;25/11/2021
2496;1203495;MA126;1000;25/11/2021
2497;1203592;MA090;1000;25/11/2021
2498;1207114;MA174;500;25/11/2021
2499;1207130;VA163;500;25/11/2021
2500;1207915;VA136;500;25/11/2021
2501;1209045;VA161;500;25/11/2021
2502;1213056;MA122;500;25/11/2021
2503;2027683;MA121;200;25/11/2021
2504;2106728;MA072;1;25/11/2021
2505;2106744;MA120;1;25/11/2021
2506;2106752;VA140;1;25/11/2021
2507;3000141;MA102;2;25/11/2021
2508;3002637;VA159;3;25/11/2021
2509;3003136;MA113;3;25/11/2021
2510;1206400;MA101;3000;26/11/2021
2511;2006758;MA147;20;26/11/2021
2512;2110993;VA163;1;26/11/2021
2513;2140249;MA114;1;26/11/2021
2514;1200055;VA160;500;1/12/2021
2515;1200057;MA173;500;1/12/2021
2516;1200300;MA068;2000;1/12/2021
2517;1200400;OR098;500;1/12/2021
2518;1200404;OR097;500;1/12/2021
2519;1200407;MA153;500;1/12/2021
2520;1200412;MA130;500;1/12/2021
2521;1200418;MA171;2000;1/12/2021
2522;1200500;VA161;2500;1/12/2021
2523;1200807;OR142;4;1/12/2021
2524;1200809;MA119;4;1/12/2021
2525;1200812;OR144;2;1/12/2021
2526;1200917;VA162;2;1/12/2021
2527;1201350;MA128;1;1/12/2021
2528;1203017;OR151;2500;1/12/2021
2529;1203436;MA005;3;1/12/2021
2530;1203460;MA072;500;1/12/2021
2531;1203592;OR149;500;1/12/2021
2532;1205964;OR099;15;1/12/2021
2533;1205967;MA085;15;1/12/2021
2534;1205974;MA080;20;1/12/2021
2535;1206400;MA085;500;1/12/2021
2536;1207393;OR144;500;1/12/2021
2537;1207489;MA073;250;1/12/2021
2538;1207565;MA044;1000;1/12/2021
2539;1207809;OR145;3;1/12/2021
2540;1210835;MT104;50;1/12/2021
2541;1211542;MA116;3;1/12/2021
2542;1213021;MA102;250;1/12/2021
2543;1213056;VA140;500;1/12/2021
2544;2000014;VA140;2;1/12/2021
2545;2038596;MA128;2;1/12/2021
2546;2100800;MA045;5;1/12/2021
2547;2101049;MA088;6;1/12/2021
2548;2101057;MA154;5;1/12/2021
2549;2101092;MA095;20;1/12/2021
2550;2103065;VA161;100;1/12/2021
2551;2173634;MA089;100;1/12/2021
2552;2181468;MA009;50;1/12/2021
2553;2202110;MA108;100;1/12/2021
2554;1203495;MA127;1000;2/12/2021
2555;1203592;VA158;250;2/12/2021
2556;1207114;MA088;500;2/12/2021
2557;1207130;MA112;500;2/12/2021
2558;1207915;VA137;1500;2/12/2021
2559;1209045;MA169;1500;2/12/2021
2560;1201051;MA089;2500;3/12/2021
2561;1202942;MA173;500;3/12/2021
2562;1203495;MA115;500;3/12/2021
2563;1203584;MA465;500;3/12/2021
2564;1204300;MA155;2500;3/12/2021
2565;1208487;MT104;2500;3/12/2021
2566;2008793;MA121;200;3/12/2021
2567;2009064;MA128;100;3/12/2021
2568;2027683;MA005;200;3/12/2021
2569;2100029;MA068;10;3/12/2021
2570;2100290;MA146;30;3/12/2021
2571;2101902;OR098;30;3/12/2021
2572;2150810;MA084;9;3/12/2021
2573;2150871;MA131;11;3/12/2021
2574;3001121;MA146;15;3/12/2021
2575;3001431;MA172;3;3/12/2021
2576;3003136;MA045;3;3/12/2021
2577;2006758;OR143;20;6/12/2021
2578;2154274;MA079;1;6/12/2021
2579;1200821;MA129;2000;8/12/2021
2580;1201350;MA043;2;8/12/2021
2581;1202286;MA010;500;8/12/2021
2582;1203452;MA107;250;8/12/2021
2583;1204823;MA045;500;8/12/2021
2584;1205137;MA113;500;8/12/2021
2585;1205145;MA045;500;8/12/2021
2586;1207393;MA092;500;8/12/2021
2587;1210838;VA164;120;8/12/2021
2588;1213056;MA176;500;8/12/2021
2589;1900005;MA121;10;8/12/2021
2590;2406557;OR142;2;8/12/2021
2591;1200259;MA108;250;11/12/2021
2592;1202286;MA154;250;11/12/2021
2593;1202942;MA176;5750;11/12/2021
2594;1203012;OR151;2;11/12/2021
2595;1203036;MA036;1500;11/12/2021
2596;1205145;MA120;250;11/12/2021
2597;1207990;VA133;1500;11/12/2021
2598;2100010;MA171;2;11/12/2021
2599;3001121;OR123;15;11/12/2021
2600;3002637;MA109;3;11/12/2021
2601;1202286;VA159;250;14/12/2021
2602;1202294;MA122;250;14/12/2021
2603;1202942;VA132;3250;14/12/2021
2604;1203143;MA092;500;14/12/2021
2605;1204823;MA146;500;14/12/2021
2606;1205137;OR099;500;14/12/2021
2607;1205145;MA095;500;14/12/2021
2608;1206400;OR096;500;14/12/2021
2609;1207114;MA131;250;14/12/2021
2610;1207393;VA166;250;14/12/2021
2611;1207915;MA112;250;14/12/2021
2612;1213056;MT105;250;14/12/2021
2613;2022818;MA010;20;14/12/2021
2614;3003136;VA159;2;14/12/2021
2615;2100436;OR152;2;15/12/2021
2616;2111002;MA127;4;15/12/2021
2617;1200544;MA154;2500;16/12/2021
2618;2201046;VA138;1000;16/12/2021
2619;1200400;OR097;250;17/12/2021
2620;1200404;OR125;250;17/12/2021
2621;1200418;MA090;500;17/12/2021
2622;1202942;MA121;4000;17/12/2021
2623;1203017;MA116;500;17/12/2021
2624;1203495;MA036;250;17/12/2021
2625;1204138;MA015;30000;17/12/2021
2626;1206400;MA084;250;17/12/2021
2627;2001912;MA044;2;17/12/2021
2628;2002132;MA175;2;17/12/2021
2629;2006758;MA068;20;17/12/2021
2630;3001121;VA141;15;17/12/2021
2631;2006298;OR097;20;18/12/2021
2632;1203495;VA140;750;20/12/2021
2633;1203592;MA154;750;20/12/2021
2634;1207130;MA010;1250;20/12/2021
2635;1900579;MA068;2;20/12/2021
2636;1202942;MA465;2000;21/12/2021
2637;1203607;MA015;250;21/12/2021
2638;1204300;MA087;250;21/12/2021
2639;1204823;OR144;250;21/12/2021
2640;1207393;OR076;500;21/12/2021
2641;1207489;MA089;250;21/12/2021
2642;2006758;VA136;1;21/12/2021
2643;3003136;OR142;2;21/12/2021
2644;3600017;VA135;5;21/12/2021
2645;2000014;VA166;1;22/12/2021
2646;2027683;MA045;200;22/12/2021
2647;2038596;MA147;1;22/12/2021
2648;2103557;MA108;15;22/12/2021
2649;1200011;OR144;250;23/12/2021
2650;1200259;MA055;250;23/12/2021
2651;1200348;MA107;250;23/12/2021
2652;1206400;MA081;250;23/12/2021
2653;1213056;MA168;250;23/12/2021
2654;2103065;VA136;600;23/12/2021
2655;2122634;MA172;500;23/12/2021
2656;2169280;MA085;800;23/12/2021
2657;2173634;MT104;600;23/12/2021
2658;2181468;MA091;600;23/12/2021
2659;1200808;OR125;2;24/12/2021
2660;2201046;MA465;2800;24/12/2021
2661;3200035;OR144;4;24/12/2021
2662;2102980;VA140;20;27/12/2021
2663;2121565;OR099;20;27/12/2021
2664;2006758;MA059;20;3/1/2022
2665;1202942;OR124;500;17/1/2022
2666;1207393;MA131;250;17/1/2022
2667;1213056;VA136;250;17/1/2022
2668;3007780;MA175;2;17/1/2022
2669;3300374;OR142;35;17/1/2022
2670;1200544;MA001;2500;19/1/2022
2671;1200011;VA156;250;20/1/2022
2672;1200407;MA177;250;20/1/2022
2673;1200412;MA050;250;20/1/2022
2674;1200432;MA068;250;20/1/2022
2675;1200435;MA109;250;20/1/2022
2676;1202942;VA161;500;20/1/2022
2677;1203013;MA120;2;20/1/2022
2678;1203017;MA114;1500;20/1/2022
2679;1203607;MA055;500;20/1/2022
2680;1206400;VA160;250;20/1/2022
2681;3003136;VA161;3;20/1/2022
2682;2006758;OR098;20;24/1/2022
2683;2009064;MA072;100;24/1/2022
2684;2027675;MA090;100;24/1/2022
2685;2027683;VA156;100;24/1/2022
2686;2004851;VA139;1;27/1/2022
2687;2007035;MA073;1;27/1/2022
2688;2010143;VA138;18;27/1/2022
2689;3000257;MA169;50;27/1/2022
2690;3000397;MA072;14;27/1/2022
2691;3000400;MT117;30;27/1/2022
2692;3001121;MA088;15;27/1/2022
2693;3003102;OR149;40;27/1/2022
2694;1200011;MA050;250;28/1/2022
2695;1202294;MA100;250;28/1/2022
2696;1202942;MA079;500;28/1/2022
2697;1204300;OR151;2500;28/1/2022
2698;1206400;OR097;500;28/1/2022
2699;1207915;VA141;250;28/1/2022
2700;1208487;VA158;250;28/1/2022
2701;1209045;MA175;250;28/1/2022
2702;1213056;MA086;500;28/1/2022
2703;1213541;MA173;1;28/1/2022
2704;1906903;MA130;2;28/1/2022
2705;3002637;MA170;3;28/1/2022
2706;3600017;MA084;5;28/1/2022
2707;1204139;OR099;2000;31/1/2022
2708;1204139;VA159;1860;31/1/2022
2709;1210830;MA111;1;31/1/2022
2710;1905190;MA465;4;31/1/2022
2711;2009064;OR123;200;31/1/2022
2712;2010143;MA113;15;31/1/2022
2713;2027683;MA095;100;31/1/2022
2714;2100029;VA163;5;31/1/2022
2715;2100045;MA092;2;31/1/2022
2716;2100742;OR125;8;31/1/2022
2717;3300374;MT117;25;31/1/2022
2718;1200818;MA121;1;1/2/2022
2719;2103061;MA011;2;1/2/2022
2720;2107620;MA154;2;1/2/2022
2721;1200010;MA112;2000;2/2/2022
2722;1200012;MA109;2000;2/2/2022
2723;1200038;MA092;250;2/2/2022
2724;1200046;MA042;250;2/2/2022
2725;1200100;MA042;250;2/2/2022
2726;1200194;MA050;250;2/2/2022
2727;1200430;MA106;250;2/2/2022
2728;1200431;MA078;250;2/2/2022
2729;1202286;MA015;250;2/2/2022
2730;1203495;MA095;500;2/2/2022
2731;1203592;MA177;500;2/2/2022
2732;1204300;VA134;250;2/2/2022
2733;1205145;VA132;250;2/2/2022
2734;1207393;VA159;1750;2/2/2022
2735;1207401;MA121;1750;2/2/2022
2736;2005085;MA085;2;2/2/2022
2737;2006758;MA173;20;2/2/2022
2738;2033671;MA045;2;2/2/2022
2739;3001431;MA090;3;2/2/2022
2740;3003136;VA167;2;2/2/2022
2741;1200017;MA109;1000;3/2/2022
2742;1200044;MA015;1000;3/2/2022
2743;1200047;MA130;1000;3/2/2022
2744;1200048;OR151;1000;3/2/2022
2745;2000997;VA157;2;3/2/2022
2746;2112434;MA095;1;3/2/2022
2747;2140972;MA085;100;3/2/2022
2748;1200017;MA109;1000;4/2/2022
2749;1200044;MA009;1000;4/2/2022
2750;1200047;MA119;1000;4/2/2022
2751;1200048;VA163;1000;4/2/2022
2752;1200301;MA114;2500;4/2/2022
2753;1205961;MA042;20;4/2/2022
2754;2100622;MA113;20;4/2/2022
2755;2102778;MA078;4;4/2/2022
2756;2103557;MA108;10;4/2/2022
2757;1200544;OR149;2500;5/2/2022
2758;1204560;MA045;2500;5/2/2022
2759;2101095;MA100;1;5/2/2022
2760;2101096;MA168;4;5/2/2022
2761;2106906;VA162;1;5/2/2022
2762;2113856;MA147;10;5/2/2022
2763;2118706;VA166;2;5/2/2022
2764;1200017;MA169;750;7/2/2022
2765;1200044;VA166;750;7/2/2022
2766;1200047;MA043;750;7/2/2022
2767;1200048;OR149;750;7/2/2022
2768;1200847;VA160;11;7/2/2022
2769;1202942;MA129;2640;7/2/2022
2770;1202942;MA085;3250;7/2/2022
2771;1208012;MA154;1000;7/2/2022
2772;1211804;OR143;44;7/2/2022
2773;2100991;MA122;10;7/2/2022
2774;2101041;OR143;10;7/2/2022
2775;2116308;MA130;2;7/2/2022
2776;2200570;OR151;1;7/2/2022
2777;2201775;MA122;1;7/2/2022
2778;2410036;MA146;1;7/2/2022
2779;1200400;MA080;500;8/2/2022
2780;1200404;MA072;500;8/2/2022
2781;1200407;MA078;500;8/2/2022
2782;1200412;VA167;500;8/2/2022
2783;1204137;MA010;3000;8/2/2022
2784;1204300;MA042;2500;8/2/2022
2785;2006758;MA107;20;8/2/2022
2786;2400585;MA073;1;8/2/2022
2787;1200017;VA139;750;9/2/2022
2788;1200044;MA088;750;9/2/2022
2789;1200047;MA175;750;9/2/2022
2790;1200048;MA110;750;9/2/2022
2791;1200049;MA101;2000;9/2/2022
2792;1200051;MA153;500;9/2/2022
2793;1200301;VA137;1000;9/2/2022
2794;1200432;MA108;250;9/2/2022
2795;1200435;VA157;250;9/2/2022
2796;1201025;MT104;50;9/2/2022
2797;1201027;OR143;2;9/2/2022
2798;1201030;MA153;1;9/2/2022
2799;1201031;MA172;20;9/2/2022
2800;1202942;OR148;3250;9/2/2022
2801;1203143;OR149;2000;9/2/2022
2802;1204138;MA121;3000;9/2/2022
2803;1206400;MA010;500;9/2/2022
2804;3001121;MA111;15;9/2/2022
2805;3002637;MA081;3;9/2/2022
2806;3003136;MA115;2;9/2/2022
2807;1200017;VA141;250;10/2/2022
2808;1200044;MA088;250;10/2/2022
2809;1200047;MA081;250;10/2/2022
2810;1200048;VA166;250;10/2/2022
2811;1200051;VA166;500;10/2/2022
2812;1200052;MA081;500;10/2/2022
2813;1200056;MA005;500;10/2/2022
2814;1200059;MA122;500;10/2/2022
2815;1200301;VA132;1000;10/2/2022
2816;1203143;MA094;500;10/2/2022
2817;2006758;VA159;1;10/2/2022
2818;2022818;OR145;10;10/2/2022
2819;2100495;MA150;2;10/2/2022
2820;2101595;MA005;5;10/2/2022
2821;2178530;MA122;10;10/2/2022
2822;3300237;MA121;1;10/2/2022
2823;1200049;MA015;750;11/2/2022
2824;1200052;MA088;500;11/2/2022
2825;1200056;MA465;500;11/2/2022
2826;1200059;MA121;500;11/2/2022
2827;1200325;VA164;20;11/2/2022
2828;1203013;MA147;2;11/2/2022
2829;1203143;OR099;750;11/2/2022
2830;1204525;MA029;2;11/2/2022
2831;1207401;MA177;500;11/2/2022
2832;3007780;MA086;2;11/2/2022
2833;1201350;MA010;2;12/2/2022
2834;1203495;MA044;1000;12/2/2022
2835;1203592;VA166;1000;12/2/2022
2836;1207114;MA114;500;12/2/2022
2837;1207130;MA171;500;12/2/2022
2838;1207915;MA173;500;12/2/2022
2839;1209045;MA114;500;12/2/2022
2840;1210836;MA177;1;12/2/2022
2841;1212448;MA084;1;12/2/2022
2842;1212813;MA072;1;12/2/2022
2843;2100118;MA100;4;12/2/2022
2844;2104881;MA112;1;12/2/2022
2845;2400142;MA112;1;12/2/2022
2846;1163638;MA173;5;15/2/2022
2847;1200301;MA170;2000;15/2/2022
2848;1202942;MA176;2750;15/2/2022
2849;1203400;MA093;1;15/2/2022
2850;1203568;MA093;1;15/2/2022
2851;1207782;VA160;1;15/2/2022
2852;1207790;MA113;2;15/2/2022
2853;1210838;VA165;120;15/2/2022
2854;2006758;OR096;20;15/2/2022
2855;2008793;MA150;200;15/2/2022
2856;2009048;MA131;100;15/2/2022
2857;2100495;MA089;2;15/2/2022
2858;2101068;OR151;15;15/2/2022
2859;2104778;VA159;15;15/2/2022
2860;2201046;MA101;600;15/2/2022
2861;3300237;MA121;3;15/2/2022
2862;1204139;MA113;1860;16/2/2022
2863;1208012;VA164;2000;16/2/2022
2864;2006758;MA113;1;16/2/2022
2865;1200055;MA150;2000;17/2/2022
2866;1200057;MA109;2000;17/2/2022
2867;1200301;MA172;2000;17/2/2022
2868;1200302;MA044;500;17/2/2022
2869;1200304;OR152;500;17/2/2022
2870;1200418;MA113;500;17/2/2022
2871;1202294;OR145;500;17/2/2022
2872;1202942;MA110;500;17/2/2022
2873;1203017;MA093;2500;17/2/2022
2874;1203584;MA086;500;17/2/2022
2875;1203607;VA159;250;17/2/2022
2876;1204137;MA171;2268;17/2/2022
2877;1204139;MA106;2000;17/2/2022
2878;1206400;MA103;500;17/2/2022
2879;1207741;MA029;250;17/2/2022
2880;1213056;VA160;500;17/2/2022
2881;2008947;MA089;100;17/2/2022
2882;2104407;MA010;2;17/2/2022
2883;2104733;MA146;2;17/2/2022
2884;3001121;VA163;15;17/2/2022
2885;3200035;MA175;3;17/2/2022
2886;3200185;MA107;1;17/2/2022
2887;3200542;MA044;1;17/2/2022
2888;3203882;MA072;1;17/2/2022
2889;1200049;MA130;2000;18/2/2022
2890;1200301;MA088;2500;18/2/2022
2891;1203143;OR096;2000;18/2/2022
